example,stage,Grf,Dadv,context,degree,abstract,compositionality
故此卧房里面，鸨儿的脚也不搠进去，谁知他如此 [有] 钱,2,0,1,1,2,1,2
蒯三道：“都只好二十来岁，到也 [有] 十分颜色,2,0,1,1,1,1,1
监生自恃了自己 [有] 钱，又道不过是吊死人命,2,0,0,1,2,1,2
只道他掘了藏，原来却做了这行生意，故此 [有] 钱,2,0,0,1,2,1,2
谁知秋公原是 [有] 意思的人，因见神仙下降,2,1,0,1,2,1,2
依了韦美的念头， [有] 钱的人家，多费了几斗米，倒也不放在心上,2,1,0,1,2,1,2
人见他 [有] 钱，都称做王员外,2,0,0,1,2,1,2
那单氏到 [有] 八九分颜色，本地大户,2,0,1,1,1,1,1
到了次年正月初一日，常功想道：“这有幅子大袖的衣裳，那里见得只许 [有] 钱的人穿,2,1,0,1,2,1,2
这件东西，那 [有] 钱富家的人，一来谁家没有自己的羔皮，去买这见成来历不明的物事,2,1,0,0,2,1,2
我忽然想道，那外方的术士，必定 [有] 些意思的人，算出他妻宫这些恶状，我们当面听了，甚么好看,2,1,0,1,2,1,2
于是要邀了薛如卞兄弟同进庙去算命，说道：“我们这里打路庄板的先生真是瞎帐，这是江右来的，必定是 [有] 些意思的高人,2,1,0,1,2,1,2
那焦氏生得 [有] 六七分颜色，女工针指，却也百伶百俐，只是心肠有些狠毒，见了四个小儿女，便生嫉妒之念,2,1,1,1,1,1,1
相了一会，又道：“这个小脚女子，必定是 [有] 颜色的，若得抱在身边睡一夜,2,1,0,1,1,1,1
掠贩的在旁，细细一观，见 [有] 十二分颜色，好生欢喜,2,0,1,1,1,1,1
那女子生得 [有] 十二分颜色，善能描龙画凤，刺绣拈花,2,1,1,1,1,1,1
贺司户被他大话一哄，认做 [有] 意思的，暗道：“常言老医少卜，或者这医人有些效验，也未可知。,2,1,0,1,2,1,2
他自后与母亲陶氏同住，甚是孝顺，随母亲念佛吃素，依旧卖鱼，甚 [有] 生意,2,0,1,1,1,1,2
那一宗银子原是你与哥子合借的，你一时没有，闻得你哥子近来甚 [有] 生意，就央你与我讨一讨,2,0,1,1,1,1,2
一朝忽作 [有] 钱郎，也会装模作样,2,1,0,0,2,1,2
那婆娘竟 [有] 些意思，我不如先下手为强，今夜乐得先去上一工，他孤身一个在此，不怕他不从,2,0,0,1,2,1,2
列公，安老爷这样一个 [有] 经济有学问的人，难道连一个知县作不来？,2,1,0,1,1,1,2
列公，安老爷这样一个 [有] 经济有学问的人，难道连一个知县作不来？,2,1,0,1,2,1,2
所以这些少年 [有] 貌的，俱在花社谋做房师主试鬼混，以为闺女匹配的撮合山,2,0,0,1,2,1,2
譬如吃件东西，心上道是他好吃，吃来就觉 [有] 滋味，若心上先厌他,2,1,0,1,2,1,2
黄胖姑也看准贾大少爷 [有] 钱，想做他一注生意,2,0,0,1,2,1,2
且说贾芸偶然碰见了这件事，心下也十分稀罕，想那倪二倒果然 [有] 些意思，只是怕他一时醉中慷慨，到明日加倍来要，便怎么好呢,2,0,0,1,2,1,2
如今彼此都大了，况姨娘这边历年皆遇不遂心之事，所以那园子里，倘有一时照顾不到的，皆 [有] 关系,2,0,0,1,2,1,2
你们细想，颦儿这几句话，虽没什么，回想却 [有] 滋味,2,0,0,1,2,1,2
方才你们送来野鸡崽子汤，我尝了一尝，倒 [有] 味儿，又吃了两块肉，心里很受用,2,0,0,1,2,1,2
众人说：“这一串子倒 [有] 些意思,2,0,0,1,2,1,2
有些 [有] 钱的老爷，外面虽,2,1,0,0,2,1,2
扬州人，祖上一直办盐，也很 [有] 钱，他排行第三,2,0,1,1,2,1,2
这都是当日 [有] 钱的老公们和那些 [有] 钱的愚妇们,2,1,0,0,2,1,2
这都是当日 [有] 钱的老公们和那些 [有] 钱的愚妇们,2,1,0,0,2,1,2
二则又知是个有才 [有] 貌的佳人，自然是典雅和平的,2,1,0,1,2,1,2
回家拿羊皮袍子改做的也不少；还有些 [有] 钱的，为着天气冷,2,1,0,1,2,1,2
你拣那 [有] 意思儿又不俗气的东西，你多替我带几件来,2,1,0,1,2,1,2
晴雯道：“他们没钱，难道我们是 [有] 钱的,2,1,0,1,2,1,2
谁还不知道薛家 [有] 钱，行动拿钱垫人，又有好亲戚，挟制着别人,2,0,0,1,2,1,2
你们瞧瞧这行子，竟 [有] 些意思,2,0,0,1,2,1,2
府内家人几个 [有] 钱的，怕贾琏缠扰，都装穷躲事，甚至告假不来,2,1,0,1,2,1,2
如今是他们尊嫂 [有] 些脾气，姨妈上了年纪的人，又兼有薛大哥的事，自然得宝姐姐照料一切,2,0,0,1,2,1,2
凤姐儿暗想：“鸳鸯素昔是个极 [有] 心胸气性的丫头，虽如此说,2,1,1,1,1,2,2
内中“茂叶包蟹势”、“黄莺搏兔势”，都不出奇；“三十六局杀角势”，一时也难会难记；独看到“十龙走马”，觉得甚 [有] 意思,2,1,1,1,2,1,2
可巧王夫人、薛姨妈、李纨、凤姐儿、宝钗等姊妹并外头的几个执事 [有] 头脸的媳妇，都在贾母跟前凑趣儿呢,2,1,0,1,1,2,2
这鲍二原因妻子之力，在贾琏前十分 [有] 脸；近日他女人越发在二姐儿跟前殷勤服侍，他便自己除赚钱吃酒之外，一概不管，一听他女人吩咐，百依,2,0,1,1,1,2,2
贾瑞接了镜子，想道：“这道士倒 [有] 意思，我何不照一照试试,2,0,0,1,2,1,2
倒莫若撇却床笫之交，结作谈文之友，比那终日被情欲所缠之人，岂不更 [有] 些意味,2,0,1,1,2,1,2
有那家道艰难的，便住在这里了，有那 [有] 钱有势尚排场的,2,1,0,1,2,1,2
贾珍笑道：“庄家人 [有] 些意思,2,0,0,1,2,1,2
倘或说准了，这会子说着好听，到了 [有] 钱的时节,2,1,0,1,2,1,2
若是咸丰甲寅生的人，活到八十岁，这六甲变态都是亲身阅历，到也是个极 [有] 意味的事,2,1,1,1,2,1,2
大家坐定，贾母先笑道：“咱们先吃两杯，今日也行一个令，才 [有] 意思,2,0,0,1,2,1,2
太太那边的人我也都见过，就只没看见你这么个 [有] 头有脸大管事的奶奶,2,1,0,1,1,2,2
太太那边的人我也都见过，就只没看见你这么个有头 [有] 脸大管事的奶奶,2,1,0,1,1,2,2
娘家 [有] 人有势的还好，要像姑娘这样的， 有老太太一日好些,2,0,0,1,1,2,2
虽是玩话，细想来倒也 [有] 些意思,2,0,0,1,2,1,2
湘云笑道：“这一句‘几处狂飞盏’ [有] 些意思,2,0,0,1,2,1,2
[有] 钱的打算搬家，就是雇不出船来,2,1,0,0,2,1,2
可知天意不均：如夏金桂这种人，偏叫他 [有] 钱，娇养得这般泼辣,2,0,0,1,2,1,2
目今闹出这样事来，亏得家里 [有] 钱，贾府出力,2,0,0,1,2,1,2
现在我带在这里的两件，却倒 [有] 些意思儿,2,0,0,1,2,1,2
贾母王夫人听了喜欢，便说：“林姑娘比方得有理，很 [有] 意思。,2,0,1,1,2,1,2
孙翁者，余姻家清服之伯父也，素 [有] 胆,2,0,1,1,1,2,2
且言差不癫不狂，有心 [有] 胆,2,0,0,1,1,2,2
生抱问之，答曰：“久蒙眷爱，妾受生人气，日食烟火，白骨顿 [有] 生意,2,0,0,1,1,1,2
初，帝以嗣昌才而用之，非廷臣意，知其必 [有] 言，言者辄斥,2,0,0,1,1,1,2
当是时，党人悉踞言路，凡他曹 [有] 言，必合力逐之,2,0,0,0,1,1,2
如开矿一事，抚按 [有] 言，咸蒙切责,2,0,0,0,1,1,2
而武选员外郎崔升、彭纲，主事苏章，户部主事周轸，刑部主事李旦皆 [有] 言,2,0,0,0,1,1,2
陛下方厌外臣沮挠，谓欲办家事，必赖家奴，于是 [有] 言无不立听,2,1,0,0,1,1,2
故圣帝明王， [有] 言必察,2,1,0,0,1,1,2
言官以绂进颇骤，频 [有] 言,2,0,0,1,1,1,2
长身伟干，便骑射，刚毅 [有] 胆，晓畅戎略,2,0,0,1,1,2,2
内中含规颂圣，大 [有] 意味，真令人爱杀,2,0,1,1,2,1,2
心下暗惊道：“这少年与张寅那蠢货，大不相同，倒象 [有] 几分意思的,2,0,0,1,2,1,2
不如清醒自醒，细细做来， [有] 些滋味,2,0,0,1,2,1,2
故乡 [有] 味张翰思，霸国空悲宋玉心,2,0,0,0,2,1,2
夫人，敝国与贵国是个兄弟邻邦，两下唇齿相依，都是 [有] 关系的,2,1,0,1,2,1,2
想完，又将诗读了两遍，愈觉 [有] 味道：“我昨日以倾国之色赞她,2,1,0,1,2,1,2
料得乐天歌舞处，小蛮相对 [有] 精神,2,0,1,1,2,1,2
只有一个十七八岁大丫环，倒 [有] 八九分颜色，不转睛把楚卿看,2,0,1,1,1,1,1
那少年虽则瘦小，却还 [有] 些精神,2,0,1,1,2,1,2
肚里不饱，又走到间壁一个茶室吃了一碗茶，买了两个钱处片嚼嚼，倒觉得 [有] 些滋味,2,1,0,1,2,1,2
有] 钱的不孝父母，象我这穷人,2,1,0,1,2,1,2
看见 [有] 卖的蓑衣饼，叫打了十二个钱的饼吃了，略觉 [有] 些意思,2,0,0,1,2,1,2
那知他 [有] 钱的人只想便宜，岂但不肯多出钱,2,1,0,1,2,1,2
外边说着话，他父亲匡太公在房里已听见儿子回来了，登时那病就轻松些，觉得 [有] 些精神,2,1,0,1,2,1,2
族间这些 [有] 钱的，受了三房里嘱托,2,1,0,1,2,1,2
将欲责课，又皆 [有] 词，须有商量，用革前弊,2,0,0,0,1,1,2
只有隔壁秦老，虽然务农，却是个 [有] 意思的人,2,1,0,1,2,1,2
也怕从此 [有] 口舌，正思量搬移一个地方,2,0,0,0,1,2,2
因他 [有] 几分颜色，从十六岁上就卖与北门桥来家做小,2,0,0,1,1,1,1
他又要是个官，又要 [有] 钱，又要人物齐整，又要上无公婆,2,0,0,0,2,1,2
从头至尾，又看了一遍，觉得 [有] 些意思,2,1,0,1,2,1,2
多少 [有] 钱的富户要和我结亲,2,1,0,1,2,1,2
辛先生道：“扬州这些 [有] 钱的盐呆子，其实可恶,2,1,0,1,2,1,2
方家这畜生卖弄 [有] 钱，竟坐了轿子到我下处来,2,0,0,1,2,1,2
张家是甚么 [有] 意思的人,2,1,0,1,2,1,2
我听见说，盐务里这些 [有] 钱的，到面店里,2,1,0,1,2,1,2
我替他讲西乡里封大户家，好不 [有] 钱,2,0,1,1,2,1,2
严致和见差人来说此事，他是个胆小 [有] 钱的人,2,1,0,1,2,1,2
城里那些做衙门的、开行的、开字号店的 [有] 钱的人,2,1,0,1,2,1,2
反说这两家子仰慕他 [有] 钱，求着他做亲,2,0,0,1,2,1,2
花文芳见 [有] 些意思，随将那袖内十两银子,2,1,0,1,2,1,2
南京人都知道他本来是个 [有] 钱的人,2,1,0,1,1,1,2
这也罢了，倒是老师下次有甚么 [有] 钱的诗文，不要寻他做,2,1,0,1,2,1,2
那 [有] 几分颜色的，也不肯胡乱接人,2,1,0,0,1,1,1
难道做官的、 [有] 钱的女人都是好看的,2,1,0,0,2,1,2
他二十多岁的时候，家里 [有] 钱，开着当铺，又有田地，又有洲场，那亲戚本家都是些有钱的,2,0,0,0,2,1,2
他二十多岁的时候，家里有钱，开着当铺，又有田地，又有洲场，那亲戚本家都是些 [有] 钱的,2,1,0,0,2,1,2
当初我 [有] 钱的时候，身上穿的也体面,2,0,0,1,2,1,2
他而今又到 [有] 钱的地方去了，那里还肯到我这里来,2,1,0,1,2,1,2
贾龙便对湛翌王道：“好了， [有] 个双流县人来了，先生家中消息，或 [有] 几分意思,2,0,0,1,2,1,2
这庵里面的光景，到 [有] 些意思,2,0,0,1,2,1,2
若此地果名攒戟，真个倒 [有] 几分意思,2,0,0,1,2,1,2
对翌王道：“先生终身的姻缘，到 [有] 些意思，但其中尚多磨折,2,0,0,1,2,1,2
除非如此如此，或者 [有] 几分意思,2,0,0,1,2,1,2
帝曰：“卿前所言靠实工夫，玩之 [有] 味，此去必能见之行事,2,0,0,1,2,1,2
